label_type	anchor_text	anchor_indices	anchor_values	anchor_question	positive_text	positive_indices	positive_values	positive_question	negative_text	negative_indices	negative_values	negative_question
FREQ	some members, she says, tan daily _ ` ` like taking a bath.''	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do the members take a bath? Please choose a time unit that best describes it from the options.	` ` in africa, almost as many children die from malaria as died in the indian ocean tsunami: about 150,000 children every month,''he said.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often do children die from malaria in Africa? Please choose a time unit that best describes it from the options.	` ` we need to start doing some grass-roots intervention with respect to the problem and not greet it with ` it's a regrettable development'kind of an attitude,''he said.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does he greet the situation with that kind of attitude? Please choose a time unit that best describes it from the options.
FREQ	map out a course in your neighborhood, find a walking buddy, build up your walking slowly by adding five minutes.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often do you add five minutes to your walking? Please choose a time unit that best describes it from the options.	this year has been a different matter, with price struggling.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often does the price struggle? Please choose a time unit that best describes it from the options.	, i repeat the same thing i did yesterday.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do I repeat the same thing? Please choose a time unit that best describes it from the options.
FREQ	casale said she calls home--at her mother's insistence.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does Casale call home? Please choose a time unit that best describes it from the options.	he had reacted to the wall street implosion with the earnestness of a student (talking with treasury secretary henry m. paulson jr.) and his characteristic calm.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does he talk with treasury secretary henry m. paulson jr.? Please choose a time unit that best describes it from the options.	card has told interviewers that he gets up at 4:20 a. m., arrives at the white house an hour or so later and works until 8 or 9 at night.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does he get up at 4:20 a.m.? Please choose a time unit that best describes it from the options.
FREQ	national news (` ` a''category) organ-transplants (san antonio) _ more than 3,000 organs destined for transplant end up in the garbage cans of operating rooms.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do organs destined for transplant end up in the garbage cans of operating rooms? Please choose a time unit that best describes it from the options.	of the 2 million people who visit glacier national park, and the 100,000 who venture into the backcountry on overnight or day hikes, very few see bears, vanderbilt says.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do people visit Glacier National Park? Please choose a time unit that best describes it from the options.	optional material follows) staines had come to the village for an annual meeting at a local church that he had attended for two decades.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often did he attend the annual meeting at the local church? Please choose a time unit that best describes it from the options.
FREQ	denmark's unemployment figures do not include the average 65,000 people involved in job training programs.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often are people involved in job training programs? Please choose a time unit that best describes it from the options.	besides, they argue, rail travel remains much safer than the roads, where an average of 3,500 people die in accidents in britain.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do people die in accidents on the roads? Please choose a time unit that best describes it from the options.	the new framework was proposed to come into effect on july 1 and will be updated.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often is the framework updated? Please choose a time unit that best describes it from the options.
FREQ	he calls now like two or three times...	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does he call? Please choose a time unit that best describes it from the options.	while exact figures are elusive, thousands of tons of sweets are made in a market dominated by mom-and-pop stores.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often are the sweets made? Please choose a time unit that best describes it from the options.	` ` i raise my forecast, and i suppose i'll keep raising it.''	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often do I raise my forecast? Please choose a time unit that best describes it from the options.
FREQ	` ` i used to eat pasta, now i try to stick to once every two weeks,''she says.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do you usually eat pasta now? Please choose a time unit that best describes it from the options.	the team has trained but it's been affected by the wide-ranging scandal in italian soccer.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does the team train? Please choose a time unit that best describes it from the options.	apparently, though, winning a bowl game was n't enough.	43 44 45 46 47 48 49 50 51 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How often does winning a bowl game occur? Please choose a time unit that best describes it from the options.
FREQ	it creates more than 5,000 direct jobs and earns some 39.5 million dollars.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does it earn 39.5 million dollars? Please choose a time unit that best describes it from the options.	following protests from muslims, whose religion forbids the worship of images, he amended the directive to require prayers to mother india.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often are the prayers to Mother India required? Please choose a time unit that best describes it from the options.	if elected, ma said, a maximum level of 3,000 chinese tourists will be allowed to enter taiwan in the initial stage from july 1 this year.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often are the Chinese tourists allowed to enter Taiwan? Please choose a time unit that best describes it from the options.
FREQ	` ` we spend more on that one drug than on all of the transplants performed in brazil.''	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often are transplants performed in Brazil? Please choose a time unit that best describes it from the options.	the decision will be reviewed.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often is the decision reviewed? Please choose a time unit that best describes it from the options.	the county library presents books to these libraries and the villages annually allocate funds for buying new books.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does the county library present books to these libraries? Please choose a time unit that best describes it from the options.
FREQ	although domestic consumption has decreased over the past seven years, the argentines eat about 70 percent of all the beef this country can produce, according the argentine rural society.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often is beef produced in this country? Please choose a time unit that best describes it from the options.	china's top legislature has decided to revise the country's marine environment protection law,, in a bid to improve the protection of marine resources and maintain a ecological balance.	43 44 45 46 47 48 49 50 51 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How often does the top legislature decide to revise the marine environment protection law? Please choose a time unit that best describes it from the options.	some 65 dutch children die in road accidents, many of them on their way to or from school, the report added.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do dutch children die in road accidents? Please choose a time unit that best describes it from the options.
FREQ	disney hall is delayed means an additional $ 9 million.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do delays occur for disney hall? Please choose a time unit that best describes it from the options.	according to zong, the company currently buys at least 150 thousand tons of milk powder.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does the company buy milk powder? Please choose a time unit that best describes it from the options.	, it seems, the hollywood rumor mill focuses on cost overruns, targeting one film.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does the hollywood rumor mill focus on cost overruns? Please choose a time unit that best describes it from the options.
FREQ	and 22 different bands, the show is operating, will be playing.	43 44 45 46 47 48 49 50 51 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How often does the show operate? Please choose a time unit that best describes it from the options.	actually, he says, he finds their number decreasing.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does he observe the number decreasing? Please choose a time unit that best describes it from the options.	bay hill club and lodge will play to a par 70 in the arnold palmer invitational by converting two holes to par 4s.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often does bay hill club and lodge play to a par 70 in the arnold palmer invitational? Please choose a time unit that best describes it from the options.
FREQ	not breaching the dams would almost certainly require idaho farmers to give up about 325 billion gallons of water.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do the farmers have to give up water? Please choose a time unit that best describes it from the options.	millions of people go to work carrying a lunch pail and they deal with where they work.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do millions of people go to work? Please choose a time unit that best describes it from the options.	` ` i think it's important to always lay it out.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do you think it is important to lay it out? Please choose a time unit that best describes it from the options.
FREQ	detroit (2-0) has won its opening two games.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does detroit win its opening games? Please choose a time unit that best describes it from the options.	he vouched for his products by donning them and shooting himself with a gun _.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often does he shoot himself with a gun to vouch for his products? Please choose a time unit that best describes it from the options.	pitts said conrad gets a bath and wo n't get washed before tuesday night's best in show final.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often does Conrad get a bath? Please choose a time unit that best describes it from the options.
FREQ	the size of the border patrol was beefed up by president clinton but the border remains porous, with uncounted mexicans slipping through.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often do mexicans slip through the porous border? Please choose a time unit that best describes it from the options.	miller, 66, has been busy enough, playing with his band across 50 u. s. cities.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does the band play across U.S. cities? Please choose a time unit that best describes it from the options.	the rangers scored just 197 goals last season, fifth-worst in the league, as they finished out of the playoffs.	43 44 45 46 47 48 49 50 51 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How often do the rangers finish out of the playoffs? Please choose a time unit that best describes it from the options.
FREQ	, it seems, attention is diverted from olympic competition to the organizers, who have had to explain a series of foibles, accidents and miscalculations.	43 44 45 46 47 48 49 50 51 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How often is attention diverted from olympic competition to the organizers? Please choose a time unit that best describes it from the options.	cgi, led by the world bank, has provided some $ 5 billion in assistance to indonesia since its inception in 1992 when it replaced the dutch-led inter-governmental group on indonesia (iggi).	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does cgi provide assistance to Indonesia? Please choose a time unit that best describes it from the options.	to be sure, that was not true for all 33 companies spending a record average of $ 1.3 million.	43 44 45 46 47 48 49 50 51 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How often do the companies spend an average of $ 1.3 million? Please choose a time unit that best describes it from the options.
FREQ	kenyans, ranging from powerful businessmen to impoverished laborers, view elections as an opportunity to improve their lot.	43 44 45 46 47 48 49 50 51 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How often do kenyans seek to improve their lot during elections? Please choose a time unit that best describes it from the options.	there's still the home-cooked food, prepared from scratch out of what virgil buys at the supermarket.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does Virgil buy groceries at the supermarket? Please choose a time unit that best describes it from the options.	the agreement also called for the formation of a tripartite commission, which would meet.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often does the tripartite commission meet? Please choose a time unit that best describes it from the options.
FREQ	as a friend of waters, she peeled garlic for chez panisse's annual garlic festival.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does she peel garlic for the annual garlic festival? Please choose a time unit that best describes it from the options.	, new roses are planted at trial gardens across the country, such as the woodland park rose garden in seattle.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often are new roses planted at the trial gardens? Please choose a time unit that best describes it from the options.	` ` i come here, wash the graves, talk to them and then go.''	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do you go to wash the graves and talk to them? Please choose a time unit that best describes it from the options.
FREQ	of more than 1.3 million 11th-grade students who take the exam, about 16,000 are chosen as merit semifinalists.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do the 11th-grade students take the exam? Please choose a time unit that best describes it from the options.	, fenway takes on a world cup flair as pedro's countrymen wave dominican flags from the bleachers and right-field grandstand.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often does Fenway take on a World Cup flair? Please choose a time unit that best describes it from the options.	the united states provides 65,000 temporary h-1b visas to make up this shortfall--not nearly enough to fill open technical positions.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does the United States provide these temporary h-1b visas? Please choose a time unit that best describes it from the options.
FREQ	logan screeners inspect some 519,000 passengers.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often do the screeners inspect passengers? Please choose a time unit that best describes it from the options.	the number of illiterate people is increasing by one million, said an official with the acwf.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often is the number of illiterate people increasing? Please choose a time unit that best describes it from the options.	the nba superstars will be eager to show who is the better team leader.	43 44 45 46 47 48 49 50 51 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How often do the NBA superstars show their leadership skills? Please choose a time unit that best describes it from the options.
FREQ	a 21-10 run put the knicks back in front by 71-70.	43 44 45 46 47 48 49 50 51 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How often does a 21-10 run occur during games? Please choose a time unit that best describes it from the options.	afghan security forces have made similar seizures of rockets they said were to be used in terror attacks on kabul.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often are the rockets used in terror attacks? Please choose a time unit that best describes it from the options.	he has adopted a strict low-fat diet, works out strenuously, drinks green tea for its antioxidants and has leaner muscle mass on his 212-pound frame.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does he work out strenuously? Please choose a time unit that best describes it from the options.
FREQ	chamberlin said unhcr was working to begin large-scale voluntary repatriations but stressed that much groundwork had to be laid first.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do large-scale voluntary repatriations begin? Please choose a time unit that best describes it from the options.	it was a southpaw has come into the lyric little bandbox of a ballpark and shut them out.	43 44 45 46 47 48 49 50 51 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How often does a southpaw come into the ballpark and shut them out? Please choose a time unit that best describes it from the options.	still, montgomerie will go into the open not ranked among the favourites and he feels that could work in his favour.	43 44 45 46 47 48 49 50 51 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How often does Montgomerie go into the open? Please choose a time unit that best describes it from the options.
FREQ	she has also adapted the buddhist practices of her childhood _ creating a memorial shrine in her kitchen, visiting the cemetery _ to find comfort.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does she visit the cemetery? Please choose a time unit that best describes it from the options.	he came up on business, hung out for a few days with interruptions to attend meetings and dinners, and then headed back.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often does he head back after business trips? Please choose a time unit that best describes it from the options.	he wanted to cut the fairways, but after some overnight rain they were too soft to mow safely.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does he want to cut the fairways? Please choose a time unit that best describes it from the options.
FREQ	the danish navy runs such exercises, he said.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often does the danish navy run such exercises? Please choose a time unit that best describes it from the options.	finnish customs investigators said tuesday that international organised crime is behind a vast traffic in fake medicines which dozens of finns are illegally buying.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do the finns illegally buy fake medicines? Please choose a time unit that best describes it from the options.	some 800 films are made in bollywood--more than are produced by hollywood--with most offering a unique combination of song, dance and melodrama.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often are films made in Bollywood? Please choose a time unit that best describes it from the options.
