DUR	Of course, they would be closing in 5 minutes, so I would have to hurry up or get it the next day.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long until they close? Which time unit best describes it?
FREQ	I bought a beginner's quilling set and like making the filigree forms you can make and add to other crafts.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often do you make the filigree forms? Which time unit best describes it?
DUR	Within a week, we noticed one of the boards on our gate splitting where a nail had gone in.	1 2 3 4 5 6 7 8 9 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How long did it take for them to notice the board splitting? Which time unit best describes it?
FREQ	West Nile can cause EPM-like symptoms and doesn't always include a fever.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do West Nile infections include a fever? Which time unit best describes it?
FREQ	I started collecting animations & jokes just to help with my boredom and depression.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often did the speaker collect animations and jokes to cope with boredom and depression? Which time unit best describes it?
DUR	Have patience with him; you just got him, and who knows how he was treated before you brought him home?	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long have you had him? Which time unit best describes it?
DUR	Maybe if you post the question again, someone will give you a good answer.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long will it typically take to get a good answer after reposting the question? Which time unit best describes it?
DUR	I searched all over the internet, but I could not find one place in Tampa Bay that sells morcillas, also known as blood pudding, black pudding, and blood sausages.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did the internet search take? Which time unit best describes it?
FREQ	She is just being friendly in public because she does not want to offend you, and she treats you like any other friend.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often is she friendly in public? Which time unit best describes it?
FREQ	Just making up examples, but if a pair is constantly together, they may lay 10–15 eggs a day.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do they lay eggs? Which time unit best describes it?
DUR	When the dog is ok with this, then open the door and walk around the crate, leave the door open all the time.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long should the door be left open? Which time unit best describes it?
FREQ	I have never eaten at the ones you have listed, nor do I know of anyone who has.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do you eat at the ones you have listed? Which time unit best describes it?
FREQ	"My vet told me, ""When a dog is vomiting a lot, it could be a sign of obstruction."""	43 44 45 46 47 48 49 50 51 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How often does the dog vomit when it is vomiting a lot? Which time unit best describes it?
DUR	I was ready to buy a new jacket, a new sweater, and a couple of your overpriced belts, and I walked out because of your obvious lurking.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did it take for the person to walk out? Which time unit best describes it?
FREQ	I had tried out few place around the area and had been ripped off a few times.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often was I ripped off when trying out places around the area? Which time unit best describes it?
TYP	We sat in the front dining area; it was very cozy and pleasant.	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time does sitting in the front dining area usually happen? Which time unit best describes it?
TYP	The mangers also play a classic movies on Sundays; you can get a beer in the lobby; and repeat customers can get discounts if they have a member card.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	At what time do they usually play the classic movies? Which time unit best describes it?
DUR	The US Red Cross has mobilised thousands of volunteers for its biggest-ever natural disaster effort, and federal emergency teams are being dispatched to affected areas.	1 2 3 4 5 6 7 8 9 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How long did the mobilization and emergency response last? Which time unit best describes it?
DUR	Travelled 40 mins after calling to see if a product was in stock.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did the travel take? Which time unit best describes it?
TYP	The BBC is not responsible for the content of this e-mail, and anything written in this e-mail does not necessarily reflect the BBC's views or opinions.	10 11 12 13 14 15 16 17 120 121 122 123	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.001 0.0 0.0 0.0 0.0	At what time does sending or writing such an e-mail usually happen? Which time unit best describes it?
DUR	Once he is more comfy with his surroundings, then you can start handling him and getting to know each other more.	1 2 3 4 5 6 7 8 9 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How long will it take until you can start handling him and getting to know each other more? Which time unit best describes it?
DUR	I have been getting my treatments for a few months now and have seen some results, but not up to the standards that I was told I should expect.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long has the person been receiving treatments? Which time unit best describes it?
FREQ	This not only ensures the lifeboats are operational and will work if needed, but makes the crew proficient at launching them.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often does the crew practice launching the lifeboats? Which time unit best describes it?
TYP	87% of Humvees in Iraq not equipped with armor capable of stopping AK-47 rounds and protecting against roadside bombs and landmines at the end of 2003.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	When was this statistic observed? Which time unit best describes the timing?
DUR	Some recent research conducted by Oregon State University has given considerable credence to this idea.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long did the research take? Which time unit best describes it?
TYP	67% of Americans approved of the way Bush was handling his job as president on 26 September 2002.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0	At what time did this approval rating occur? Which time unit best describes it?
TYP	My previous apprehension has been dismissed, and I no longer have a sinking feeling when my next appointment is due!	10 11 12 13 14 15 16 17 120 121 122 123	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.001 0.0 0.0 0.0 0.0	At what time does this usually happen? Which time unit best describes it?
TYP	54 - Percentage of Americans who approved of the way Bush was handling his job as president on 30 September 2003.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0	When did this approval rating occur? Which time unit best describes when it happened?
DUR	After my last day in Sydney, I will be going to Fiji before heading back to the States.	1 2 3 4 5 6 7 8 9 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How long will the trip to Fiji be? Which time unit best describes it?
DUR	"After he already put product on my hair, he said, ""I should warn you, I'm expensive."""	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did it take to apply the product to my hair? Which time unit best describes the duration?
DUR	Or do I just show them my passport and walk through the gates?	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long does it take to show them your passport and walk through the gates? Which time unit best describes it?
DUR	If that happens, separate them, and give them time apart.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long should they be given time apart? Which time unit best describes it?
TYP	Or how about visiting the Chicago Botanical Gardens and see the change of colors and enjoy the air? They also have many inside exhibits you might enjoy; food is pretty good too.	37 38 39 40 120 121 122 123 124 125 126 127	0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does visiting the Chicago Botanical Gardens to see the change of colors usually happen? Which time unit best describes it?
DUR	It has been 3 weeks, and I STILL don't have my table (which was NOT cheap, I might add).	1 2 3 4 5 6 7 8 9 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How long have I been waiting for the table? Which time unit best describes it?
DUR	Below I pasted the email text, and it has a link to a website that automatically plays this song the author of the email created.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long does the song play when the linked website is opened? Which time unit best describes it?
DUR	A warm, gentle breeze swirls around your body and relaxes you even more.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did the warm, gentle breeze swirl around your body and relax you? Which time unit best describes it?
TYP	I think for starters, myself and those of you who believe in God could say a special prayer for them.	10 11 12 13 14 15 16 17 120 121 122 123	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.001 0.0 0.0 0.0 0.0	At what time does saying a special prayer usually happen? Which time unit best describes it?
FREQ	Everything was done in a timely manner, and things were cleaned and picked up every day when the crew was done.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often were things cleaned and picked up? Which time unit best describes it?
DUR	The new rocket design will differ slightly from its predecessors, in the fact that the crew and cargo would launch separately from two different rockets each and join up in space later on.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long would it take for the crew and cargo to launch separately and join up in space? Which time unit best describes it?
DUR	He eats all of his grain, but it just takes him a while to get it chewed because of the lack of muscle in his jaws.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long does it take him to chew his grain? Which time unit best describes this duration?
TYP	Branch out and try something other than the Pad Thai; the curries are fantastic.	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When do people usually eat curries like these? Which time unit best describes it?
TYP	On Jan. 31, Oregon Federal District Court Judge Robert E. Jones appeared to agree with them.	25 26 27 28 29 30 31 32 33 34 35 36	0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157	When did the judge appear to agree with them? Which time unit best describes it?
TYP	I have a hamster, and mice and rats like to escape.	10 11 12 13 14 15 16 17 120 121 122 123	0.001 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0	At what time do mice and rats usually escape? Which time unit best describes this?
DUR	$3.7 m - Amount the EPA valued each human life when conducting analyses of proposed regulations during the Bush administration.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long did the EPA use this valuation? Which time unit best describes it?
FREQ	Make sure he isn't trapped somewhere, and put a bowl of food out.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often should you put a bowl of food out? Which time unit best describes it?
DUR	You MUST apply, to become an Immigrant, and WAIT to be approved, by the Canadian Government.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long does the approval process usually take? Which time unit best describes it?
FREQ	The idea about this site is that the visitors can send in their own pictures and get them added to the album.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do visitors send in their own pictures and get them added to the album? Which time unit best describes how often visitors do this?
FREQ	Rodents require special bedding in their cages to absorb their waste, and this needs to be cleaned regularly, or your hamster could suffer from problems due to the buildup of ammonia from his urine.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often should the bedding be cleaned? Which time unit best describes it?
TYP	He has been having diarheya everywhere, and he began to vomit last night.	10 11 12 13 14 15 16 17 120 121 122 123	0.001 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0	When did he begin to vomit? Which time unit best describes it?
DUR	From either of those cities, you can venture out and spend a day in the country.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long can you spend in the country when you venture out from either city? Which time unit best describes it?
FREQ	It's important that you take retreats and plenty of time for yourself to regenerate, as the rate of change in your personal and professional life will be fast and unpredictable.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often should you take retreats to regenerate? Which time unit best describes it?
DUR	I took the original piece of metal and rigged it to make do since I had to complete the job.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did it take to rig the metal to make do and complete the job? Which time unit best describes it?
TYP	Otherwise, you can do what you can do in other parts of Japan, like shopping, eating, etc.	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time does this usually happen? Which time unit best describes it?
DUR	try to train him to heel, which means to walk round you before he needs to go on a leash, and he may do that.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long does walking round you before he needs to go on a leash usually take? Which time unit best describes it?
DUR	Police in the Indian capital Delhi say they have arrested the suspected co-ordinator and financier of last month’s deadly bomb blasts in the city.	1 2 3 4 5 6 7 8 9 120 121 122	0.7412392700826488 0.24912843928090708 0.009458406390501939 0.00016606286478555588 7.30646267660146e-06 5.120999881870982e-07 2.807187666675083e-09 1.1281434169352893e-11 2.2746998844715235e-14 0.0 0.0 0.0	How long did the bomb blasts last? Which time unit best describes it?
DUR	The owners of Bowtie managed to add something new while preserving what was already there.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long did it take the owners of Bowtie to add the new feature while preserving the original? Which time unit best describes it?
FREQ	I have two cats, and at first they hissed at each other because cats are very territorial, but now they do fight and play.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do the cats fight and play? Which time unit best describes it?
TYP	I also ordered the Neptune Platter, which was awesome... so this place gets 5 out of 5 stars.	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time does someone usually order a seafood platter like the Neptune Platter? Which time unit best describes it?
DUR	Took 1 + hour to deliver to Chatham, hair in food, driver didn't know area.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did the delivery to Chatham take? Which time unit best describes it?
DUR	It's probably not a wise idea to keep studying and having a massive student loan.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long would keeping a massive student loan typically last? Which time unit best describes it?
DUR	They fixed my garage doors in literally less than an hour.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did it take to fix the garage doors? Which time unit best describes it?
FREQ	This dentist wants to pull the tooth out always... always wants to do the cheapest for his benefit... not unless he knows you.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does this dentist want to pull the tooth out? Which time unit best describes it?
DUR	Enjoy it while you can, and then if your family enjoys it, you can go again for a longer period of time.	1 2 3 4 5 6 7 8 9 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How long would the longer period of time be? Which time unit best describes it?
DUR	Leave them in there with food and water and such for about 2 hours.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long should they be left in there with food and water? Which time unit best describes it?
TYP	Dr. Taylor was not only available on a Sunday, but also was able to immediately take care of me.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	At what time does this usually happen? Which time unit best describes when Dr. Taylor was available?
FREQ	4) If they are not going up by now, you just got to keep trying and keep trying.	43 44 45 46 47 48 49 50 51 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How often do you keep trying? Which time unit best describes it?
DUR	I did an internet search to ascertain how long cats can live; however, different sources give wildly different lifespans.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long can cats live? Which time unit best describes their lifespan?
TYP	The Abramoff scandal threatens to subsume all the hard-fought GOP gains in Congress, and the 2006 midterms are less than a year away.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157	At what time do the midterm elections usually happen? Which time unit best describes it?
TYP	The storm threatened oil installations in the Gulf of Mexico, where about one-quarter of US oil operations are based.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0	At what time do storms in the Gulf of Mexico that threaten oil installations usually occur? Which time unit best describes it?
FREQ	Also encourage your recipients to forward this along to their contacts, and so on, so that the movement to help her grows exponentially.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do recipients forward this to their contacts? Which time unit best describes it?
DUR	I do think some Y!A users need to work on their reading comprehension, as I can't comprehend how taking a horse in as a rescue and getting it qualified medical treatment is abuse.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long does it take to take in a rescued horse and get it qualified medical treatment? Which time unit best describes it?
FREQ	"I regularly request Kim's business cards as I am often stopped on the street and asked, ""Who does your hair ... I LOVE it!!!"""	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often does this happen? Which time unit best describes it?
TYP	"In addition, from my understanding, one-on-one dates is something that comes much later and not ""straight away"" like us Anglo-Saxons."	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time does one-on-one dating usually happen? Which time unit best describes it?
DUR	My cat's called Frank because the year we got him was the year Frank Sinatra died.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long ago did we get him? Which time unit best describes the time since we got him?
FREQ	Meanwhile, every pocket that can be lined is golden, and the poor are shunted off radar yet again.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often are the poor shunted off radar? Which time unit best describes it?
TYP	By definition, most tourists will go to the best places, so you might have to put up with a few tourists along the way.	37 38 39 40 120 121 122 123 124 125 126 127	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time do tourists usually go to the best places? Which time unit best describes it?
FREQ	NO, I have not done an EPM test, but have done an extensive blood panel, and my vet did a neurological physical exam.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does the vet perform a neurological physical exam? Which time unit best describes it?
TYP	At its February meeting, the CHS Vestry voted unanimously to add their names to the Declaration.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001	At what time does this usually happen? Which time unit best describes it?
FREQ	The staff do occasionally get game info correct, but if you're looking for a good game and aren't a nerd, don't ask them.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often do the staff get game info correct? Which time unit best describes it?
FREQ	A couple days after the oil change, the engine ran rough; the low oil pressure light would come on sporadically, and the engine would whir loudly.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often did the low oil pressure light come on? Which time unit best describes it?
